Group,Category,Menu Item,Gross,Void Qty,Void Amt,Refund Qty,Refund Amt,Option Amt,Discount,PriceLevelAdj,Approx. Tax,Net Qty,Net Sales
,,SanyoF Instant Noodle Chicken,12.87,0,0,0,0,0,-0.2,0,0,13,12.67
,,SanyoF Instant Noodle Orig 5P,34.23,0,0,0,0,0,0,0,0,7,34.23
,,SanyoF Instant Noodle Original,8.91,0,0,0,0,0,-0.2,0,0,9,8.71
,,SanyoF Instant Noodle Shio,6.93,0,0,0,0,0,-0.2,0,0,7,6.73
,,SanyoF Instant Noodle Shio 5P,4.89,0,0,0,0,0,0,0,0,1,4.89
,,SanyoF Instant Noodle Yakisoba,11.88,0,0,0,0,0,0,0,0,12,11.88
,,Shirakiku Cooked Rice,425.79,0,0,0,0,0,0,0,0,171,425.79
,,Shirakiku Instant Noodle Hot,50.32,0,0,0,0,0,0,0,0,8,50.32
,,Shirakiku Instant Noodle Nama,117.32,0,0,0,0,0,0,0,0,28,117.32
,,Shirakiku Instant Noodle Tonko,44.03,0,0,0,0,0,-0.25,0,0,7,43.78
,,Shirakiku Udon Noodle 7.85oz,261.51,0,0,0,0,0,0,0,0,69,261.51
,,Shirakiku Udon Noodle Katsuo,143.68,0,0,0,0,0,-0.25,0,0,32,143.43
,,Shirakiku Undon Noodle Chicken,20.28,0,0,0,0,0,0,0,0,12,20.28
,,Shirakiku Undon Noodle Orient,8.45,0,0,0,0,0,0,0,0,5,8.45
,,Shirakiku Undon Noodle Spicy,5.07,0,0,0,0,0,0,0,0,3,5.07
,,Top Ramen Beef,24.49,0,0,0,0,0,-0.33,0,0,31,24.16
,,Top Ramen Chicken,39.5,0,0,0,0,0,-0.16,0,0,50,39.34
,,Top Ramen Oriental,22.12,0,0,0,0,0,0,0,0,28,22.12
,,Top Ramen Shrimp,5.53,0,0,0,0,0,0,0,0,7,5.53
,Instant Noodles,---,3740.92,0,0,0,0,0,-1.84,0,---,1388,3739.08
,Oil and Vinegar,Best Yet Canola Oil 32oz,69.9,0,0,0,0,0,0,0,0,10,69.9
,,Best Yet Olive Oil 17oz,76.41,0,0,0,0,0,0,0,0,9,76.41
,,Best Yet Vegetable Oil 32oz,76.64,0,0,0,0,0,0,0,0,16,76.64
,,Field Day Organic EVOO Spray 5oz ,59.94,0,0,0,0,0,0,0,0,6,59.94
,,Glorybee Coconut Oil 12oz,7.49,0,0,0,0,0,0,0,0,1,7.49
,,Heinz Cider Vinegar 16oz,14.94,0,0,0,0,0,0,0,0,6,14.94
,,Heinz White Vinegar 32oz,26.91,0,0,0,0,0,0,0,0,9,26.91
,,Kadoya Sesame Oil 11oz,67.41,0,0,0,0,0,0,0,0,9,67.41
,,Napoleon EV Olive Oil 16.9oz,199.62,0,0,0,0,0,0,0,0,18,199.62
,,Napoleon EV Olive Oil 8.5oz,69.9,0,0,0,0,0,0,0,0,10,69.9
,,Pam 6oz,55.92,0,0,0,0,0,0,0,0,8,55.92
,,Wesson Vegetable Oil 24oz,47.53,0,0,0,0,0,0,0,0,7,47.53
,Oil and Vinegar,---,772.61,0,0,0,0,0,0,0,---,109,772.61
,Soup,Amys Lentil Veg Soup 14.5oz,29.95,0,0,0,0,0,0,0,0,5,29.95
,,Amys Soup Black Bean Veg 14oz,17.97,0,0,0,0,0,0,0,0,3,17.97
,,Amys Soup Hearty French Veg 14oz,41.93,0,0,0,0,0,0,0,0,7,41.93
,,Amys Soup Minestrone 14oz,11.98,0,0,0,0,0,0,0,0,2,11.98
,,Amys Soup Split Pea 14oz,23.96,0,0,0,0,0,0,0,0,4,23.96
,,Campbell Chicken Noodle 10.75oz,22.5,0,0,0,0,0,0,0,0,9,22.5
,,Campbell Cream of Mushrm 10.75oz,2.5,0,0,0,0,0,0,0,0,1,2.5
,,Campbell MW Bowl Chicken Noodle,2.99,0,0,0,0,0,0,0,0,1,2.99
,,Campbell NE Clam Chowder 18.8oz,8.58,0,0,0,0,0,0,0,0,2,8.58
,,Campbell SAH Chicken and Stars,11.37,0,0,0,0,0,0,0,0,3,11.37
,,Campbell Tomato Soup 10.75oz,17.5,0,0,0,0,0,0,0,0,7,17.5
,,Chunky Beef Vegetable 19oz,5.69,0,0,0,0,0,0,0,0,1,5.69
,,Chunky Chicken Noodle 18.6oz,5.39,0,0,0,0,0,0,0,0,1,5.39
,,Chunky MW Bowl Dumpling,16.17,0,0,0,0,0,0,0,0,3,16.17
,,Chunky MW Chili Roadhouse,10.78,0,0,0,0,0,0,0,0,2,10.78
,,Pacific Org Broth Beef LS,35.34,0,0,0,0,0,0,0,0,6,35.34
,,Pacific Org Broth Chicken LS,75.27,0,0,0,0,0,0,0,0,13,75.27
,,Pacific Org Broth Vegetable LS,73.45,0,0,0,0,0,0,0,0,13,73.45
,,Progressive Chicken Noodle Soup,126.79,0,0,0,0,0,0,0,0,31,126.79
,,Progressive Lentil Soup,24.54,0,0,0,0,0,0,0,0,6,24.54
,,Progressive Minestrone Soup,49.08,0,0,0,0,0,0,0,0,12,49.08
,,Progresso NE Clam Chowder,20.45,0,0,0,0,0,0,0,0,5,20.45
,,Swansons Chicken Broth 14.5oz,43.78,0,0,0,0,0,-0.4,0,0,22,43.38
,Soup,---,677.96,0,0,0,0,0,-0.4,0,---,159,677.56
,Spices and Seasonings,Best Yet Black Pepper Grinder 1.75oz,17.37,0,0,0,0,0,0,0,0,3,17.37
,,Best Yet Chicken Gravy Mix 1oz,3.27,0,0,0,0,0,0,0,0,3,3.27
,,Best Yet Chili Seasoning Mix 1oz,1.09,0,0,0,0,0,0,0,0,1,1.09
,,Best Yet Salt N Pepper Shaker,23.03,0,0,0,0,0,0,0,0,7,23.03
,,Best Yet Taco Seasoning Mix 1.2oz,40.33,0,0,0,0,0,0,0,0,37,40.33
,,Johnny Season Salt 8.5oz,23.96,0,0,0,0,0,0,0,0,4,23.96
,,McCormck Meat Loaf Seas Mix 1.5oz,2.99,0,0,0,0,0,0,0,0,1,2.99
,,McCormick Italian Sea Salt Grinder,53.85,0,0,0,0,0,0,0,0,15,53.85
,,McCormick Peppercorn Medley,27.12,0,0,0,0,0,0,0,0,8,27.12
,,Morton Basil 0.4oz,13.98,0,0,0,0,0,0,0,0,2,13.98
,,Morton Bay Leaves 0.14oz,29.97,0,0,0,0,0,0,0,0,3,29.97
,,Morton Black Pepper Fine Grind 1.8oz,7.29,0,0,0,0,0,0,0,0,1,7.29
,,Morton Blk Pepper Whole Organic,19.98,0,0,0,0,0,0,0,0,2,19.98
,,Morton Blk Sesame Seeds Organic,7.29,0,0,0,0,0,0,0,0,1,7.29
,,Morton Cayenne Pepper 1.8oz,34.95,0,0,0,0,0,0,0,0,5,34.95
,,Morton Chili Powder 1.9oz,46.5,0,0,0,0,0,0,0,0,6,46.5
,,Morton Cinnamon Grnd Organic 2.2oz,59.94,0,0,0,0,0,0,0,0,6,59.94
,,Morton Cinnamon Ground 2.2oz,55.92,0,0,0,0,0,0,0,0,8,55.92
,,Morton Cinnamon Stick 1.1oz,8.99,0,0,0,0,0,0,0,0,1,8.99
,,Morton Cumin Ground 2.3oz,14.58,0,0,0,0,0,0,0,0,2,14.58
,,Morton Cumin Ground Organic 2oz,18.98,0,0,0,0,0,0,0,0,2,18.98
,,Morton Curry 2.1oz,20.97,0,0,0,0,0,-1.95,0,0,3,19.02
,,Morton Curry Organic 2.1oz,9.09,0,0,0,0,0,0,0,0,1,9.09
,,Morton Dill Sesame Seed Organic,9.09,0,0,0,0,0,0,0,0,1,9.09
,,Morton Dill Weed 0.8oz,7.29,0,0,0,0,0,0,0,0,1,7.29
,,Morton Garlic Granulated Organic,99.9,0,0,0,0,0,0,0,0,10,99.9
,,Morton Ginger Ground Organic 1.8oz,9.99,0,0,0,0,0,0,0,0,1,9.99
,,Morton Herbs Provence .7oz,31,0,0,0,0,0,0,0,0,4,31
,,Morton Iodized Salt 26oz,22.41,0,0,0,0,0,0,0,0,9,22.41
,,Morton Italian Seasoning 1.2oz,58.32,0,0,0,0,0,0,0,0,8,58.32
,,Morton Nutmeg Ground 2.3oz,32.67,0,0,0,0,0,0,0,0,3,32.67
,,Morton Oregano .6oz,51.92,0,0,0,0,0,0,0,0,8,51.92
,,Morton Paprika 2oz,34.95,0,0,0,0,0,-1.95,0,0,5,33
,,Morton Red Chili Flakes,76.89,0,0,0,0,0,0,0,0,11,76.89
,,Morton Rosemary 1oz,21.27,0,0,0,0,0,0,0,0,3,21.27
,,Morton Thyme 1oz,25.96,0,0,0,0,0,0,0,0,4,25.96
,,Morton Turmeric 2.4oz,7.29,0,0,0,0,0,0,0,0,1,7.29
,,Shirakiku Sesame Seeds Black 9.5oz,4.89,0,0,0,0,0,0,0,0,1,4.89
,,Shirakiku Sesame Seeds White 9.5oz,14.67,0,0,0,0,0,0,0,0,3,14.67
,Spices and Seasonings,---,1049.95,0,0,0,0,0,-3.9,0,---,195,1046.05
Grocery - Dry Goods (Non-Weighted),---,---,16775.42,0,0,0,0,0,-33.83,-88.75,---,4280,16741.59
Grocery - Fresh Packaged,Fresh Packaged Other,Sunrice B Bap,567.15,0,0,0,0,0,-1,0,57.18,57,566.15
,,Sunrice Chapchae,286.4,0,0,0,0,0,-0.25,0,28.9,32,286.15
,,Sunrice CnutCurry Tofu Noodles,295.35,0,0,0,0,0,0,0,29.83,33,295.35
,,Sunrice CnutCurry Tofu Rice,205.85,0,0,0,0,0,0,0,20.79,23,205.85
,,Sunrice CnutCurry Tofu w/o Rice,187.95,0,0,0,0,0,0,0,18.98,21,187.95
,,Sunrice Green Rice,187.95,0,0,0,0,0,0,0,18.98,21,187.95
,,Sunrice TSS without Rice,143.2,0,0,0,0,0,0,0,14.46,16,143.2
,,Sunrice TSSS Noodles,349.05,0,0,0,0,0,0,0,35.25,39,349.05
,,Sunrice TSSS Rice,143.2,0,0,0,0,0,0,0,14.46,16,143.2
,,Sunrice TSSS without Rice,196.9,0,0,0,0,0,0,0,19.89,22,196.9
,,Sunrice TSSSS Rice,179,0,0,0,0,0,0,0,18.08,20,179
,,Sunrice TSSSS without Rice,196.9,0,0,0,0,0,0,0,19.89,22,196.9
,Fresh Packaged Other,---,2938.9,0,0,0,0,0,-1.25,0,---,322,2937.65
,Sandwich and Wrap,Neato Bur Albuquerque,27.4,0,0,0,0,0,0,0,2.77,4,27.4
,,Neato Bur Paradise,61.65,0,0,0,0,0,0,0,6.23,9,61.65
,,Neato Bur Seven Layer,68.5,0,0,0,0,0,0,0,6.92,10,68.5
,,Neato Bur South of Border,54.8,0,0,0,0,0,0,0,5.53,8,54.8
,,Neato Bur Spicy Potato,41.1,0,0,0,0,0,0,0,4.15,6,41.1
,,Neato Bur Thai Delight,20.55,0,0,0,0,0,0,0,2.08,3,20.55
,,Neato Hummus Chipotle,27.4,0,0,0,0,0,0,0,2.77,4,27.4
,Sandwich and Wrap,---,301.4,0,0,0,0,0,0,0,---,44,301.4
,Sushi,ACE Alaskan Roll,1357.03,0,0,0,0,0,-1.4,0,136.92,97,1355.63
,,ACE California Roll,1645.17,0,0,0,0,0,-1.8,0,165.98,183,1643.37
,,ACE Combo 3 Kind,1077.23,0,0,0,0,0,-2.8,0,108.52,77,1074.43
,,ACE Golden Dragon Roll,23.98,0,0,0,0,0,0,0,2.42,2,23.98
,,ACE Red Dragon Roll,797.43,0,0,0,0,0,0,0,80.54,57,797.43
,,ACE Spicy Tuna Roll,1131.97,0,0,0,0,0,-1.1,0,114.22,103,1130.87
,,ACE Tempura Crunch Roll,1011.75,0,0,0,0,0,-1.35,0,102.05,75,1010.4
,,ACE Vegetarian Roll,1042.84,0,0,0,0,0,-1.8,0,105.15,116,1041.04
,Sushi,---,8087.4,0,0,0,0,0,-10.25,0,---,710,8077.15
Grocery - Fresh Packaged,---,---,11327.7,0,0,0,0,0,-11.5,0,---,1076,11316.2
Grocery - Frozen,Frozen Dessert,Better Bites Dbl Choc Cake Bites 4.7oz,28.47,0,0,0,0,0,0,0,0,3,28.47
,,Daifuku Mochi Mango,136.09,0,0,0,0,0,-0.5,0,0,31,135.59
,,Daifuku Rice Cake Bean 1PC,60.61,0,0,0,0,0,0,0,0,29,60.61
,,Daifuku Rice Cake Green 1PC,62.7,0,0,0,0,0,0,0,0,30,62.7
,,Daifuku Rice Cake Red 1PC,73.15,0,0,0,0,0,0,0,0,35,73.15
,,Daifuku Rice Cake Sesame 1PC,62.7,0,0,0,0,0,0,0,0,30,62.7
,,Daifuku Rice Cake White 1PC,60.61,0,0,0,0,0,0,0,0,29,60.61
,,Katz Cream Filled Cupcake GF 7oz ,16.58,0,0,0,0,0,0,0,0,2,16.58
,,Pepperidge Farm Choc Cake 17oz,42.45,0,0,0,0,0,0,0,0,5,42.45
,,Rubicon Bakery Vegan Choc Cake 11oz ,11.89,0,0,0,0,0,0,0,0,1,11.89
,,Tru Fru Raspberry Dark Chocolate Frz ,538.23,0,0,0,0,0,0,0,0,77,538.23
,,Tru Fru Strawberry Milk Cholate Frz ,601.14,0,0,0,0,0,0,0,0,86,601.14
,Frozen Dessert,---,1694.62,0,0,0,0,0,-0.5,0,---,358,1694.12
,Frozen Meal,Amys Bowl Chili Mac,178.5,0,0,0,0,0,0,0,0,21,178.5
,,Amys Breakfast Organic Tofu,60,0,0,0,0,0,0,0,0,8,60
,,Amys Broc Ched Bake Bowl,127.5,0,0,0,0,0,-1.95,0,0,15,125.55
,,Amys Cauliflower Mac N Cheese,116.28,0,0,0,0,0,0,0,0,12,116.28
,,Amys Cheese Enchilada,127.5,0,0,0,0,0,0,0,0,15,127.5
,,Amys Cheese Pizza 13oz,94.5,0,0,0,0,0,0,0,0,7,94.5
,,Amys Chile Relleno Casserole Bowl 9oz,76.5,0,0,0,0,0,-1.1,0,0,9,75.4
,,Amys Indian Matter Paneer,97.86,0,0,0,0,0,0,0,0,14,97.86
,,Amys Indian Palak Paneer,119.85,0,0,0,0,0,0,0,0,15,119.85
,,Amys Ktchn Mex Casserole 9.5oz,127.5,0,0,0,0,0,-0.25,0,0,15,127.25
,,Amys Pad Thai Bowl,212.5,0,0,0,0,0,-0.25,0,0,25,212.25
,,Amys Pesto Tortellini Bowl,289,0,0,0,0,0,0,0,0,34,289
,,Amys Ravioli Bowl 9.5oz,195.5,0,0,0,0,0,-1.95,0,0,23,193.55
,,Amys Three Cheese Kale Bowl,280.5,0,0,0,0,0,0,0,0,33,280.5
,,Amys Vegan Noodles w/cream sauce,158.24,0,0,0,0,0,0,0,0,16,158.24
,,Amys Whole Wheat Mac n Cheese,154.7,0,0,0,0,0,0,0,0,26,154.7
,,Applegate Chicken Nuggets GF,405.15,0,0,0,0,0,-0.5,0,0,37,404.65
,,Bagel Bites 3 Cheese,132.26,0,0,0,0,0,0,0,0,34,132.26
,,Bagel Bites Pepperoni,108.92,0,0,0,0,0,-0.25,0,0,28,108.67
,,Bagel Bites Sausage Pepperoni,101.14,0,0,0,0,0,0,0,0,26,101.14
,,Banquet Chicken Breast Tenders 24oz,148.35,0,0,0,0,0,0,0,0,15,148.35
,,Banquet Chicken Nuggets 30oz,217.58,0,0,0,0,0,0,0,0,22,217.58
,,Banquet Fried Chicken 29oz,71.96,0,0,0,0,0,0,0,0,4,71.96
,,Beechers Mac and Cheese Gluten Free,186.89,0,0,0,0,0,-1.7,0,0,11,185.19
,,Beechers Mac and Cheese Worlds Best,869.42,0,0,0,0,0,-3,0,0,58,866.42
,,Cedarlane Chile Relleno,15.18,0,0,0,0,0,-0.76,0,0,2,14.42
,,Daiya Gluten Free Pizza Meatless Pepperoni ,39.87,0,0,0,0,0,0,0,0,3,39.87
,,Devour Bacon White Cheddar Mac & Cheese,363.48,0,0,0,0,0,0,0,0,52,363.48
,,Devour Buffalo Chicken Mac & cheese,279.6,0,0,0,0,0,0,0,0,40,279.6
,,DiGiorno 3 Meat 12in,117.9,0,0,0,0,0,0,0,0,10,117.9
,,DiGiorno For 1 Cheese,244.44,0,0,0,0,0,-0.25,0,0,36,244.19
,,DiGiorno For 1 Pepperoni,312.34,0,0,0,0,0,0,0,0,46,312.34
,,DiGiorno Pepperoni 12in,70.74,0,0,0,0,0,0,0,0,6,70.74
,,DonMiguel Brkfst Burrito Bacon,55.8,0,0,0,0,0,0,0,0,20,55.8
,,DonMiguel Brkfst Burrito Sausage,58.59,0,0,0,0,0,-0.56,0,0,21,58.03
,,DonMiguel Burrito Bean Cheese,123.6,0,0,0,0,0,0,0,0,40,123.6
,,DonMiguel Burrito Beef,120.51,0,0,0,0,0,0,0,0,39,120.51
,,DonMiguel Burrito Chicken Cheese,111.24,0,0,0,0,0,0,0,0,36,111.24
,,Eggo Blueberry Waffle 10CT,59.31,0,0,0,0,0,0,0,0,9,59.31
,,Eggo Buttermilk Walffle 10CT,65.9,0,0,0,0,0,0,0,0,10,65.9
,,Evol Burrito Bean Rice and Cheese,32.94,0,0,0,0,0,0,0,0,6,32.94
,,Evol Burrito Beef Shredded,43.92,0,0,0,0,0,0,0,0,8,43.92
,,Evol Burrito Chicken Bean Rice,93.33,0,0,0,0,0,0,0,0,17,93.33
,,Evol Burrito Egg Green Chile,38.43,0,0,0,0,0,0,0,0,7,38.43
,,Field Roast Mac n Chao,105,0,0,0,0,0,-0.25,0,0,10,104.75
,,Green Chile Beef and Potato Cheddar Burrito,24.45,0,0,0,0,0,0,0,0,5,24.45
,,Green Chile Breakfast Burrito Chorizo & Egg,63.57,0,0,0,0,0,0,0,0,13,63.57
,,Green Chile Steak and Jalapeno Burrito,14.67,0,0,0,0,0,0,0,0,3,14.67
,,Hot Pocket Bacon Egg,63,0,0,0,0,0,0,0,0,14,63
,,Hot Pocket Croissant Chicken,98.61,0,0,0,0,0,0,0,0,19,98.61
,,Hot Pocket Ham Cheese,36,0,0,0,0,0,0,0,0,8,36
,,Hot Pocket Meatball Mozzarella,72,0,0,0,0,0,0,0,0,16,72
,,Hot Pocket Pepperoni Pizza 8oz,140,0,0,0,0,0,0,0,0,40,140
,,Hot Pocket Pepperoni Pizza 9oz,144,0,0,0,0,0,0,0,0,32,144
,,Hot Pocket Philly Steak Cheese,56,0,0,0,0,0,0,0,0,16,56
,,Hungry Man Fried Chicken,85,0,0,0,0,0,0,0,0,10,85
,,Hungry Man Salsibury Steak,75,0,0,0,0,0,0,0,0,10,75
,,JD Bisc Gravy Brkfst Bowl ,36.33,0,0,0,0,0,0,0,0,7,36.33
,,JD Sausage Breakfast Bowl,90.09,0,0,0,0,0,0,0,0,21,90.09
,,Lean Cuisine Chicken Bake,203.66,0,0,0,0,0,0,0,0,34,203.66
,,Lean Cuisine Chicken Enchilada,142.74,0,0,0,0,0,0,0,0,26,142.74
,,MarieCal Chicken Pot Pie 15oz,156,0,0,0,0,0,0,0,0,24,156
,,Red Baron Pepperoni 12in,99.97,0,0,0,0,0,0,0,0,13,99.97
,,Saffron Road Lamb Saag,41.95,0,0,0,0,0,-0.84,0,0,5,41.11
,,Saffron Road Lmngrs Basil Chicken,100.68,0,0,0,0,0,-0.84,0,0,12,99.84
,,Shirakiku Bun Pizza with Bacon ,47.94,0,0,0,0,0,0,0,0,6,47.94
,,Shirakiku Pancake Kimchi,29.95,0,0,0,0,0,0,0,0,5,29.95
,,Shirakiku Pancake Seafood,53.91,0,0,0,0,0,0,0,0,9,53.91
,,Shirakiku Pancake Vegetable,71.88,0,0,0,0,0,0,0,0,12,71.88
,,Starlite Cuisine Taquitos Vgan,215.76,0,0,0,0,0,-0.25,0,0,24,215.51
,,Stouffers Fettuccine Alfredo,191.68,0,0,0,0,0,0,0,0,32,191.68
,,Stouffers Lasagna Meat Sauce,232.73,0,0,0,0,0,0,0,0,37,232.73
,,Stouffers Mac Cheese,119.8,0,0,0,0,0,0,0,0,20,119.8
,,TGIF Jalapeno Poppers,48.23,0,0,0,0,0,0,0,0,7,48.23
,,TGIF Mozzarella Sticks,144.69,0,0,0,0,0,-1.95,0,0,21,142.74
,,The Bomb Burrito Beef Green Chili,30.32,0,0,0,0,0,0,0,0,8,30.32
,,The Bomb Burrito Beef Red Chili,79.59,0,0,0,0,0,0,0,0,21,79.59
,,The Bomb Burrito Chicken Chipotle ,48.29,0,0,0,0,0,-0.69,0,0,11,47.6
,,Totinos Pizza 3 Combo,35.12,0,0,0,0,0,0,0,0,8,35.12
,,Totinos Pizza Rolls Combo,114.14,0,0,0,0,0,0,0,0,26,114.14
,,Totinos Pizza Rolls Pepperoni,131.7,0,0,0,0,0,0,0,0,30,131.7
,,Udis Sausage Lasagna,138,0,0,0,0,0,0,0,0,12,138
,,White Castle Cheeseburger 2Pk,50.38,0,0,0,0,0,-0.23,0,0,22,50.15
,,White Castle Cheeseburger 4Pk,47.12,0,0,0,0,0,0,0,0,8,47.12
,,White Castle Cheeseburger Jalap 4Pk,21.4,0,0,0,0,0,0,0,0,4,21.4
,Frozen Meal,---,10606.57,0,0,0,0,0,-17.57,0,---,1592,10589
,Frozen Other,Ajino Gyoza Shrimp 24oz,154.57,0,0,0,0,0,0,0,0,13,154.57
,,Ajino Shumai Pork 17.46oz,62.5,0,0,0,0,0,0,0,0,5,62.5
,,Ajino Shumai Shrimp 17.46oz,125,0,0,0,0,0,0,0,0,10,125
,,Applegate Farms Breaded Chicken Patties 12oz ,217.35,0,0,0,0,0,0,0,0,15,217.35
,,Boca Burger American Classic,51,0,0,0,0,0,0,0,0,6,51
,,CascadianF Hash Browns,35.94,0,0,0,0,0,0,0,0,6,35.94
,,HL Wild Alaskan Salmon Ptis,35.97,0,0,0,0,0,0,0,0,3,35.97
,,Just Egg Folded Egg Patty 8oz,6.49,0,0,0,0,0,0,0,0,1,6.49
,,MarieCal Choc Santin Pie 25.6oz,40.47,0,0,0,0,0,0,0,0,3,40.47
,,MarieCal Coco Cream Pie 38oz,13.49,0,0,0,0,0,0,0,0,1,13.49
,,Mikawaya Mochi Chocolate,71.5,0,0,0,0,0,0,0,0,11,71.5
,,Mikawaya Mochi Green Tea,90,0,0,0,0,0,0,0,0,12,90
,,Mikawaya Mochi Strawberry,30,0,0,0,0,0,0,0,0,4,30
,,Mikawaya Mochi Vanilla,90,0,0,0,0,0,0,0,0,12,90
,,Ore-Ida Prime Golden Fries 32oz,93.5,0,0,0,0,0,0,0,0,17,93.5
,,Ore-Ida Tater Tots 32oz,49.5,0,0,0,0,0,0,0,0,9,49.5
,,Pampanga Lumpia Chicken 22oz,27,0,0,0,0,0,0,0,0,2,27
,,Pampanga Lumpia Pork 22oz,27,0,0,0,0,0,0,0,0,2,27
,,Pepperidge Farm Garlic Bread,51.9,0,0,0,0,0,0,0,0,10,51.9
,,Shirakiku Edamame 14.1oz,59.5,0,0,0,0,0,0,0,0,17,59.5
,,Shirakiku Gyoza Beef 21oz,169,0,0,0,0,0,-1.95,0,0,26,167.05
,,Shirakiku Gyoza Chicken 21oz,151.58,0,0,0,0,0,0,0,0,22,151.58
,,Shirakiku Gyoza Gluten Free  21.6oz,89.91,0,0,0,0,0,0,0,0,9,89.91
,,Shirakiku Gyoza NIRA & Pork 21oz,172.27,0,0,0,0,0,0,0,0,23,172.27
,,Shirakiku Gyoza Pork 21oz,151.58,0,0,0,0,0,-1.63,0,0,22,149.95
,,Shirakiku Vegetable Wafu Yasai 16oz,9.78,0,0,0,0,0,0,0,0,2,9.78
,Frozen Other,---,2076.8,0,0,0,0,0,-3.58,0,---,263,2073.22
,Fruit and Vegetables,Cascadian Blueberries,95.84,0,0,0,0,0,0,0,0,16,95.84
,,Cascadian Broccoli,26.95,0,0,0,0,0,0,0,0,5,26.95
,,Cascadian California Blend,80.85,0,0,0,0,0,0,0,0,15,80.85
,,Cascadian Harvest Berries,232.5,0,0,0,0,0,0,0,0,31,232.5
,,Cascadian Mango,83.88,0,0,0,0,0,0,0,0,12,83.88
,,"Cascadian Organic Diced onions,Carrots, and Celery",56.72,0,0,0,0,0,0,0,0,8,56.72
,,"Cascadian Ready to Roast Sweet Potato, Cauliflower, and Brococoli Floret",17.98,0,0,0,0,0,0,0,0,2,17.98
,,Cascadian Spinach,15.87,0,0,0,0,0,0,0,0,3,15.87
,,Cascadian Strawberry,110.5,0,0,0,0,0,-0.65,0,0,17,109.85
,,Cascadian Whole Sweet Corn,60.5,0,0,0,0,0,0,0,0,11,60.5
,,FlavRPk Stir Fry Vegetable 16oz,55.93,0,0,0,0,0,0,0,0,17,55.93
,Fruit and Vegetables,---,837.52,0,0,0,0,0,-0.65,0,---,137,836.87
,Ice Cream,Ben Jerry Brownie Batter Core,143.84,0,0,0,0,0,0,0,0,16,143.84
,,Ben Jerry Cherry Garcia,71.92,0,0,0,0,0,0,0,0,8,71.92
,,Ben Jerry Choc Chip Cookie Dou,242.73,0,0,0,0,0,0,0,0,27,242.73
,,Ben Jerry Choc Fudge Brownie,233.74,0,0,0,0,0,-1.95,0,0,26,231.79
,,Ben Jerry Chunky Monkey,53.94,0,0,0,0,0,0,0,0,6,53.94
,,Ben Jerry Half Baked,422.53,0,0,0,0,0,-1.8,0,0,47,420.73
,,Ben Jerry Milk N Cookies,323.64,0,0,0,0,0,-0.9,0,0,36,322.74
,,Ben Jerry Mint Choc Cookie,62.93,0,0,0,0,0,0,0,0,7,62.93
,,Ben Jerry NY Super Fudge Chunk,26.97,0,0,0,0,0,0,0,0,3,26.97
,,Ben Jerry Non Dairy Cherry Garcia,35.96,0,0,0,0,0,0,0,0,4,35.96
,,Ben Jerry Non Dairy Choc Fudge Brnie,35.96,0,0,0,0,0,-0.25,0,0,4,35.71
,,Ben Jerry Non Dairy PB Cookie,35.96,0,0,0,0,0,0,0,0,4,35.96
,,Ben Jerry PB Half Baked,12.5,0,0,0,0,0,0,0,0,2,12.5
,,Ben Jerry Peanut Butter Cup,62.93,0,0,0,0,0,0,0,0,7,62.93
,,Ben Jerry Phish Food,188.79,0,0,0,0,0,-0.9,0,0,21,187.89
,,Ben Jerry Salted Caramel Core,35.96,0,0,0,0,0,-0.9,0,0,4,35.06
,,Ben Jerry Stephen Colbert AM,98.89,0,0,0,0,0,0,0,0,11,98.89
,,Ben Jerry Strawberry Cheesecak,98.89,0,0,0,0,0,0,0,0,11,98.89
,,Ben Jerry The Tonight Dough,251.72,0,0,0,0,0,0,0,0,28,251.72
,,Dreyer Coffee Ice Cream 1.5Q,34.95,0,0,0,0,0,0,0,0,5,34.95
,,Dreyer Cookie Dough 1.5Q,27.96,0,0,0,0,0,0,0,0,4,27.96
,,Dreyer Cookie and Cream 1.5Q,55.92,0,0,0,0,0,0,0,0,8,55.92
,,Dreyer Grand Chocolate 1.5Q,27.96,0,0,0,0,0,0,0,0,4,27.96
,,Dreyer Grand Neapolitan 1.5Q,13.98,0,0,0,0,0,0,0,0,2,13.98
,,Dreyer Mint Choc Chip 1.5Q,13.98,0,0,0,0,0,0,0,0,2,13.98
,,Dreyer Rocky Road 1.5Q,20.97,0,0,0,0,0,0,0,0,3,20.97
,,Dreyer Vanilla Ice Crm 1.5Q,55.92,0,0,0,0,0,0,0,0,8,55.92
,,Haagen Caramel Cone Pint,65.89,0,0,0,0,0,0,0,0,11,65.89
,,Haagen Cherry Van Pint,47.92,0,0,0,0,0,-0.25,0,0,8,47.67
,,Haagen Choc Chip Cdough Pint,155.74,0,0,0,0,0,0,0,0,26,155.74
,,Haagen Choc Chip Pint,23.96,0,0,0,0,0,0,0,0,4,23.96
,,Haagen Choc Peanut Butter Pint,65.89,0,0,0,0,0,0,0,0,11,65.89
,,Haagen Chocolate Pint,83.86,0,0,0,0,0,0,0,0,14,83.86
,,Haagen Coffee Pint,125.79,0,0,0,0,0,-0.25,0,0,21,125.54
,,Haagen Cookies Cream Pint,167.72,0,0,0,0,0,0,0,0,28,167.72
,,Haagen Dulce de Leche Pint,101.83,0,0,0,0,0,0,0,0,17,101.83
