Group,Category,Menu Item,Gross,Void Qty,Void Amt,Refund Qty,Refund Amt,Option Amt,Discount,PriceLevelAdj,Approx. Tax,Net Qty,Net Sales
,,DIET MTN DEW 1L PL 1/15S ,3.89,0,0,0,0,0,0,0,0.39,1,3.89
,,DIET MTN DEW 20OZ PL 1/24S ,74.75,0,0,0,0,0,-0.6,0,7.49,25,74.15
,,DIET PEPSI ORIG  20OZ PL ,316.94,0,0,0,0,0,-0.8,0,31.93,106,316.14
,,DIET PEPSI ORIG 1L PL 1/15S ,93.36,0,0,0,0,0,0,0,9.43,24,93.36
,,DIET PEPSI ORIG 2L PL 1/8S ,32.13,0,0,0,0,0,0,0,3.25,7,32.13
,,DR PEPPER 1L PL 1/15S ,148.16,0,0,0,0,0,-0.46,0,14.92,32,147.7
,,DR PEPPER 20OZ PL 1/24S ,297.26,0,0,0,0,0,-0.33,0,29.99,89,296.93
,,DR PEPPER CRM 20OZ PL,113.56,0,0,0,0,0,-0.33,0,11.44,34,113.23
,,DR PEPPER STRW CRM 20 0Z,100.2,0,0,0,0,0,0,0,10.12,30,100.2
,,Hawaiian Sun Guava 11.5oz,107.46,0,0,0,0,0,0,0,10.85,54,107.46
,,Hawaiian Sun Ice Tea 11.5oz,71.64,0,0,0,0,0,0,0,7.24,36,71.64
,,MTN DEW 1L PL 1/15S ,60.19,0,0,0,0,0,-0.92,0,5.99,13,59.27
,,MTN DEW 20OZ PL 1/24S ,110.22,0,0,0,0,0,-0.33,0,11.1,33,109.89
,,MTN DEW 2L PL 1/8S,41.23,0,0,0,0,0,0,0,4.16,7,41.23
,,MTN DEW CD RED 20OZ PL 1/24S ,43.42,0,0,0,0,0,0,0,4.39,13,43.42
,,MTN DEW CODE RED 1L PL 1/15S ,27.78,0,0,0,0,0,0,0,2.81,6,27.78
,,MTN DEW LIVE WIRE 20OZ PL 1/24S ,23.38,0,0,0,0,0,0,0,2.36,7,23.38
,,MTN DEW MJR MELN 20 OZ,33.4,0,0,0,0,0,0,0,3.37,10,33.4
,,MTN DEW SPRK 20 OZ,73.48,0,0,0,0,0,0,0,7.42,22,73.48
,,MTN DEW VLTG RAZ CTRS 20OZ PL 1/24S ,63.46,0,0,0,0,0,0,0,6.41,19,63.46
,,MTN DEW ZERO 20OZ PL 1/24S,50.83,0,0,0,0,0,0,0,5.13,17,50.83
,,MTN Dew Baja Blast 20oz,364.06,0,0,0,0,0,0,0,36.77,109,364.06
,,MUG ROOT BEER 20OZ PL 1/24S ,153.64,0,0,0,0,0,-0.25,0,15.49,46,153.39
,,MUG ROOT BEER 2L PL 1/8S,23.56,0,0,0,0,0,0,0,2.38,4,23.56
,,PEPSI 1L,69.45,0,0,0,0,0,0,0,7.01,15,69.45
,,PEPSI 20oz,280.56,0,0,0,0,0,-0.33,0,28.3,84,280.23
,,PEPSI REAL SUGAR 20OZ PL 1/24S ,80.16,0,0,0,0,0,-0.99,0,8,24,79.17
,,PEPSI WILD CHERRY 20OZ PL 1/24S ,90.18,0,0,0,0,0,-0.33,0,9.07,27,89.85
,,PEPSI WILD CHERRY 2L PL 1/8S,17.67,0,0,0,0,0,0,0,1.78,3,17.67
,,PEPSI ZERO SUGAR 20OZ PL 1/24S ,80.73,0,0,0,0,0,-0.3,0,8.12,27,80.43
,,Ramune Soda Grape 6.76oz,83.79,0,0,0,0,0,0,0,8.46,21,83.79
,,Ramune Soda Melon 6.76oz,107.73,0,0,0,0,0,0,0,10.88,27,107.73
,,Ramune Soda Orange 6.76oz,79.8,0,0,0,0,0,-0.25,0,8.03,20,79.55
,,Ramune Soda Original 6.76oz,163.59,0,0,0,0,0,0,0,16.52,41,163.59
,,Ramune Soda Strawberry 6.76oz,131.67,0,0,0,0,0,0,0,13.3,33,131.67
,,STARRY 20OZ PL 1/24S ,167,0,0,0,0,0,0,0,16.87,50,167
,,STARRY ZERO SUGAR 20OZ PL 1/24S ,123.34,0,0,0,0,0.75,-0.25,0,12.36,41,123.09
,,STRRY  2L PL 1/8S PD FCP ,35.34,0,0,0,0,0,0,0,3.57,6,35.34
,Soft Drinks,---,4817.19,0,0,0,0,0.75,-7.47,0,---,1420,4809.72
,Water,Aquafina 1L,2024.2,0,0,0,0,0,-0.5,0,204.39,580,2023.7
,,Aquafina 20oz,584.73,0,0,0,0,0,0,0,59.06,267,584.73
,,Fiji Water 500ml,196.1,0,0,0,0,0,0,0,19.81,74,196.1
,,Life Water 1L,1629.87,0,0,0,0,0,-0.9,0,164.53,363,1628.97
,,Mountain Mist Drinking Water,739.53,0,0,0,0,0,-1.5,0,74.54,297,738.03
,,PRM LIFEWATER  20OZ PL,598.78,0,0,0,0,0,-0.75,0,60.4,182,598.03
,,PROUD SOURCE SPARKLING,37.35,0,0,0,0,0,0,0,3.77,15,37.35
,,PROUD SOURCE WM 750ML,79.68,0,0,0,0,0,-0.25,0,8.02,32,79.43
,Water,---,5890.24,0,0,0,0,0,-3.9,0,---,1810,5886.34
,Water Flavored,BUBLY BLACKBERRY 12OZ 8PK,35.96,0,0,0,0,0,0,0,3.63,4,35.96
,,BUBLY BLKBRY 16OZ CAN ,100.74,0,0,0,0,0,-0.22,0,10.15,46,100.52
,,BUBLY CHERRY 16OZ,65.7,0,0,0,0,0,-0.44,0,6.59,30,65.26
,,BUBLY CHERRY SPRK  12OZ 8PK,26.97,0,0,0,0,0,0,0,2.72,3,26.97
,,BUBLY GFRT SPK 16OZ CAN ,78.84,0,0,0,0,0,-0.22,0,7.94,36,78.62
,,BUBLY GRAPEFRUIT 12OZ 8PK,8.99,0,0,0,0,0,0,0,0.91,1,8.99
,,BUBLY LIME SPRK  12OZ 8PK,53.94,0,0,0,0,0,0,0,5.45,6,53.94
,,BUBLY LME SPK 16OZ CAN ,113.88,0,0,0,0,0,-0.44,0,11.46,52,113.44
,,BUBLY SPARKLING WATER 12OZ 8PK,53.94,0,0,0,0,0,0,0,5.45,6,53.94
,,Calpico Water 16.9oz,212.89,0,0,0,0,0,-0.35,0,21.47,61,212.54
,,Calpico Water Mini,94.86,0,0,0,0,0,-0.28,0,9.55,34,94.58
,,H2C Coconut Water 17.63oz,228.31,0,0,0,0,0,-0.29,0,23.03,79,228.02
,,H2C Coconut Water 1L,283.29,0,0,0,0,0,-0.25,0,28.59,71,283.04
,,La Croix Berry 1L,45.41,0,0,0,0,0,-0.24,0,4.56,19,45.17
,,La Croix Lime 1L,35.85,0,0,0,0,0,0,0,3.62,15,35.85
,Water Flavored,---,1439.57,0,0,0,0,0,-2.73,0,---,463,1436.84
Retail Beverages,---,---,46936.88,0,0,0,0,48.75,-60.92,370.74,---,11978,46875.96
Snacks,Chips,$2.29 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$2.49 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$2.69 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$2.89 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$3.09 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$3.29 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$3.69 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$3.79 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$3.99 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$4.39 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$4.49 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$4.59 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$4.69 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$4.79 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$5.29 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$5.39 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$5.49 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$5.79 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$5.99 Chips,0,0,0,0,0,0,0,0,0,0,0
,,$6.29 Chips,0,0,0,0,0,0,0,0,0,0,0
,,Angies Boomchickapop Lightly Sweet 5oz,129.74,0,0,0,0,0,0,0,0,26,129.74
,,Angies Boomchickapop Sea Salt Popcorn 5oz,164.67,0,0,0,0,0,-0.5,0,0,33,164.17
,,Angies Boomchickapop Sweet & Salty 7oz,306.82,0,0,0,0,0,0,0,0,58,306.82
,,Calbee Chips Seaweed 7.05oz,39.92,0,0,0,0,0,0,0,0,8,39.92
,,Cheetos Natural White Ched8oz,37.9,0,0,0,0,0,0,0,0,10,37.9
,,El Sabroso Guacachip 3oz,25.19,0,0,0,0,0,0,0,0,11,25.19
,,El Sabroso Salsitas 3oz,18.32,0,0,0,0,0,-0.23,0,0,8,18.09
,,Frito Lay Chips,803.54,0,0,0,0,803.54,0,0,0,216,803.54
,,Juanita Tortilla Chips 15oz,311.2,0,0,0,0,0,-0.64,0,0,80,310.56
,,Pringles Original 5.26oz,151.6,0,0,0,0,0,0,0,0,40,151.6
,,Pringles Salt Vinegar 5.57oz,70.18,0,0,0,0,0,0,0,0,22,70.18
,,Pringles Sour Crm Onion 5.57oz,181.92,0,0,0,0,0,0,0,0,48,181.92
,,Pringles Super BBQ 5.57oz,98.54,0,0,0,0,0,0,0,0,26,98.54
,,Stacys Pita Cinna Sugar 3oz,41.8,0,0,0,0,0,0,0,0,20,41.8
,,Stacys Pita Original 3oz,85.69,0,0,0,0,0,0,0,0,41,85.69
,,Stacys Pita Parm Garlic 3oz,79.42,0,0,0,0,0,-0.25,0,0,38,79.17
,,Stacys Pita Roasted Jalapeno 3oz,29.26,0,0,0,0,0,0,0,0,14,29.26
,,Tims Dill Pickle Chips 7.5oz,53.91,0,0,0,0,0,0,0,0,9,53.91
,,Tims Hawaiian Hulapeno 7.5oz,35.94,0,0,0,0,0,0,0,0,6,35.94
,,Tims Hawaiian Seasonal 7.5oz,24.95,0,0,0,0,0,0,0,0,5,24.95
,,Tims Jalapeno 2oz,55.72,0,0,0,0,0,-0.6,0,0,28,55.12
,,Tims Jalapeno 7.5oz,197.67,0,0,0,0,0,0,0,0,33,197.67
,,Tims Luau BBQ 2oz,89.55,0,0,0,0,0,0,0,0,45,89.55
,,Tims Luau BBQ 7.5oz,281.53,0,0,0,0,0,0,0,0,47,281.53
,,Tims Mango Habanero 7.5oz,41.93,0,0,0,0,0,0,0,0,7,41.93
,,Tims Maui Onion 2oz,89.55,0,0,0,0,0,-0.2,0,0,45,89.35
,,Tims Maui Onion 7.5oz,185.69,0,0,0,0,0,0,0,0,31,185.69
,,Tims Original 2oz,111.44,0,0,0,0,0,-0.6,0,0,56,110.84
,,Tims Original 7.5oz,83.86,0,0,0,0,0,0,0,0,14,83.86
,,Tims Parmesan Garlic 7.5oz,23.96,0,0,0,0,0,0,0,0,4,23.96
,,Tims Sea Salt Vinegar 2oz,77.61,0,0,0,0,0,-0.2,0,0,39,77.41
,,Tims Sea Salt Vinegar 7.5oz,143.76,0,0,0,0,0,0,0,0,24,143.76
,,Tims Seasonal 7.5oz,9.98,0,0,0,0,0,0,0,0,2,9.98
,,Tims Sour Cream Onion,53.91,0,0,0,0,0,-0.6,0,0,9,53.31
,,Tims Thins Jalapeno 7.5oz,19.96,0,0,0,0,0,0,0,0,4,19.96
,,Tims Thins Sea Salt 7.5oz,4.99,0,0,0,0,0,0,0,0,1,4.99
,,Tims ZP Honey Mustard Pretzel Stix,8.59,0,0,0,0,0,0,0,0,1,8.59
,,Tims ZP Voodoo Heat Kettle Chips 8oz,25.56,0,0,0,0,0,-1.28,0,0,4,24.28
,,Tims ZP Voodoo Kettle Chips 8oz,83.07,0,0,0,0,0,-0.89,0,0,13,82.18
,Chips,---,4278.84,0,0,0,0,803.54,-5.99,0,---,1126,4272.85
,Cookies,Chips Ahoy Bites 3oz,38.16,0,0,0,0,0,0,0,0,24,38.16
,,Chips Ahoy Box 13oz,573.33,0,0,0,0,0,-0.75,0,0,87,572.58
,,Franz Animal Frosted 12oz,82.68,0,0,0,0,0,-0.25,0,0,12,82.43
,,Franz Cookie Molasses,26.95,0,0,0,0,0,-0.54,0,0,5,26.41
,,Franz Cookie Snickerdoodle 9CT,26.36,0,0,0,0,0,0,0,0,4,26.36
,,Glutino Milk Chocolate Waffers GF 4.6oz ,104.86,0,0,0,0,0,-0.75,0,0,14,104.11
,,Keebler Fudge Stripes 11.5oz,153.8,0,0,0,0,0,0,0,0,20,153.8
,,Keebler Grasshopper Mint 10oz,95.88,0,0,0,0,0,0,0,0,12,95.88
,,Nutter Butter 16oz,44.34,0,0,0,0,0,0,0,0,6,44.34
,,Nutter Butter Bites 3oz,41.58,0,0,0,0,0,0,0,0,22,41.58
,,Oreo Double Stuf 14.3oz,342.51,0,0,0,0,0,0,0,0,49,342.51
,,Oreo Double Stuff Golden King,4.38,0,0,0,0,0,0,0,0,2,4.38
,,Oreo Mini Bite Size 3oz,85.05,0,0,0,0,0,0,0,0,45,85.05
,,Oreo Original 13.29oz,299.91,0,0,0,0,0,0,0,0,39,299.91
,,Oreo Original 5.25oz,78.96,0,0,0,0,0,0,0,0,24,78.96
,,Pillsbury Cookie Mini Chc Chip,97.51,0,0,0,0,0,-0.45,0,0,49,97.06
,,Siete Shortbread Cookie Grain Free 4.5oz,58.41,0,0,0,0,0,0,0,0,9,58.41
,,SugarBowl Madeleines,532.65,0,0,0,0,0,-0.8,0,0,67,531.85
,Cookies,---,2687.32,0,0,0,0,0,-3.54,0,---,490,2683.78
,Crackers,Back to Nature Multi Seed Rice Cracker 4oz ,38.34,0,0,0,0,0,0,0,0,6,38.34
,,Cheez-It Douz Ched Jk Sws,114.84,0,0,0,0,0,0,0,0,36,114.84
,,Cheez-It Duoz Ched Parm 4.3oz,82.94,0,0,0,0,0,0,0,0,26,82.94
,,Cheez-It Original 3oz,41.17,0,0,0,0,0,0,0,0,23,41.17
,,Cheez-It Original Cracker 7oz,324.33,0,0,0,0,0,0,0,0,57,324.33
,,Cheez-It Snack Mix Original 4oz,57.42,0,0,0,0,0,0,0,0,18,57.42
,,Chicken in a Biskit 8oz,65.9,0,0,0,0,0,0,0,0,10,65.9
,,Field Day Cracked Wheat Cracker 8oz ,52.9,0,0,0,0,0,0,0,0,10,52.9
,,Honey Maid Graham Crackers,53.83,0,0,0,0,0,0,0,0,7,53.83
,,Keebler Club Crackers,119.84,0,0,0,0,0,-0.25,0,0,16,119.59
,,Lapanz Croccantini Mini Black Pepper,16.5,0,0,0,0,0,0,0,0,3,16.5
,,Lapanz Croccantini Mini Garlic,104.5,0,0,0,0,0,0,0,0,19,104.5
,,Lapanz Croccantini Mini Original,38.5,0,0,0,0,0,0,0,0,7,38.5
,,Lapanz Croccantini Mini Rsmary,77,0,0,0,0,0,0,0,0,14,77
,,Marys Gone Black Pepper Crackers,48.23,0,0,0,0,0,0,0,0,7,48.23
,,Marys Organic Superseed Cracker 5.5oz ,22.77,0,0,0,0,0,0,0,0,3,22.77
,,PF Goldfish Cheddar 8oz ,357.21,0,0,0,0,0,-0.25,0,0,49,356.96
,,Premium Saltines 4oz,55.93,0,0,0,0,0,0,0,0,17,55.93
,,Premium Saltines 8oz,88,0,0,0,0,0,-0.25,0,0,16,87.75
,,Ritz Bits Cheese 3oz,81.27,0,0,0,0,0,0,0,0,43,81.27
,,Ritz Crackers 13.7oz,123.04,0,0,0,0,0,0,0,0,16,123.04
,,Ritz Crackers 4oz,46.06,0,0,0,0,0,0,0,0,14,46.06
,,Sesmark Savory Rice Thins,29.34,0,0,0,0,0,0,0,0,6,29.34
,,Teddy Grahams Honey 10oz,60.5,0,0,0,0,0,-0.25,0,0,11,60.25
,,Triscuit Crackers Original 8.5oz,58.5,0,0,0,0,0,-0.9,0,0,9,57.6
,,Wheat Thins 8.5oz,217.47,0,0,0,0,0,-0.5,0,0,33,216.97
,Crackers,---,2376.33,0,0,0,0,0,-2.4,0,---,476,2373.93
,Dried Fruits,Dole Raisins Seedless 12oz,14.97,0,0,0,0,0,0,0,0,3,14.97
,,NW Delights Apricots 10oz,35.8,0,0,0,0,0,0,0,0,4,35.8
,,NW Delights Cranberry 7oz,6.99,0,0,0,0,0,0,0,0,1,6.99
,,NW Delights Mango 6oz,102,0,0,0,0,0,-0.25,0,0,12,101.75
,,NW Delights Pineapple 8oz,25.5,0,0,0,0,0,0,0,0,3,25.5
,,NW Delights Tropical Trio 9oz,17,0,0,0,0,0,0,0,0,2,17
,Dried Fruits,---,202.26,0,0,0,0,0,-0.25,0,---,25,202.01
,Health Bars,Clif Bar Blueberry Crisp,38.85,0,0,0,0,0,0,0,0,15,38.85
,,Clif Bar Choc Brownie,88.06,0,0,0,0,0,0,0,0,34,88.06
,,Clif Bar Choc Peanut But Banna,36.26,0,0,0,0,0,0,0,0,14,36.26
,,Clif Bar Chocolate Chip,64.75,0,0,0,0,0,0,0,0,25,64.75
,,Clif Bar Cool Mint Chocolate,56.98,0,0,0,0,0,0,0,0,22,56.98
,,Clif Bar Crunchy Peanut Butter,64.75,0,0,0,0,0,0,0,0,25,64.75
,,Clif Bar Oatmeal Raisin Walnut,41.44,0,0,0,0,0,0,0,0,16,41.44
,,Clif Bar White Choc Macadamia,56.98,0,0,0,0,0,0,0,0,22,56.98
,,Clif Builder Choc PB,94.25,0,0,0,0,0,-0.25,0,0,29,94
,,Clif Builder Chocolate Mint,68.25,0,0,0,0,0,0,0,0,21,68.25
,,Clif Builder Cookies Cream,68.25,0,0,0,0,0,0,0,0,21,68.25
,,Clif Builder Vanilla Almond,41.86,0,0,0,0,0,0,0,0,14,41.86
,,Clif NB Chocolate PB,41.86,0,0,0,0,0,0,0,0,14,41.86
,,Clif NB Peanut Butter,14.95,0,0,0,0,0,0,0,0,5,14.95
,,G2G Bar Almond Coconut,62.24,0,0,0,0,0,0,0,0,16,62.24
,,G2G Bar Choc Banana,112.81,0,0,0,0,0,0,0,0,29,112.81
,,G2G Bar Peanut Butter & Jelly,116.7,0,0,0,0,0,0,0,0,30,116.7
,,Gatorade Protein Bar Chocolate Caramel,66.42,0,0,0,0,0,0,0,0,18,66.42
,,Gatorade Protein Bar Chocolate Chip ,66.42,0,0,0,0,0,0,0,0,18,66.42
,,KIND Bar Almond Coconut,26.32,0,0,0,0,0,0,0,0,8,26.32
,,KIND Bar Blueberry Vanilla Cashew,23.92,0,0,0,0,0,0,0,0,8,23.92
,,KIND Bar Caramel Sea Salt,6.58,0,0,0,0,0,0,0,0,2,6.58
,,KIND Bar Cranberry Almond,16.45,0,0,0,0,0,0,0,0,5,16.45
,,KIND Bar Drk Choc Almond,32.9,0,0,0,0,0,0,0,0,10,32.9
,,KIND Bar Drk Choc Cherry,29.61,0,0,0,0,0,0,0,0,9,29.61
,,KIND Bar Fruit Nut Delight,19.74,0,0,0,0,0,0,0,0,6,19.74
,,KIND Bar PB Dark Chocolate,26.32,0,0,0,0,0,0,0,0,8,26.32
,,KIND Bar Pomegranate Blueberry,23.03,0,0,0,0,0,0,0,0,7,23.03
,,KIND Bar Protein Crunch PB,59.22,0,0,0,0,0,0,0,0,18,59.22
,,KIND Bar Protein Dbl Dark Choc,16.45,0,0,0,0,0,0,0,0,5,16.45
,,KIND Plus Choc Sea Salt,82.25,0,0,0,0,0,0,0,0,25,82.25
,,KIND Plus Madagascar Vanilla,13.16,0,0,0,0,0,0,0,0,4,13.16
,,Larabar Apple Pie,32.9,0,0,0,0,0,0,0,0,10,32.9
,,Larabar PB Jelly,13.16,0,0,0,0,0,0,0,0,4,13.16
,,Luna Choc Peppermint Stick,48.18,0,0,0,0,0,0,0,0,22,48.18
,,Luna Chocolate Dipped Coconut,30.66,0,0,0,0,0,0,0,0,14,30.66
,,Luna Lemon Zest,37.23,0,0,0,0,0,0,0,0,17,37.23
,,Luna Nutz Over Chocolate ,24.09,0,0,0,0,0,0,0,0,11,24.09
,,Luna Sunrise Blueberry,17.52,0,0,0,0,0,0,0,0,8,17.52
,,MetRx Big 100 Chocolate Chip Cookie Dough,35.12,0,0,0,0,0,0,0,0,8,35.12
,,MetRx Big 100 Cookie Crunch,87.8,0,0,0,0,0,0,0,0,20,87.8
,,NV Gran Oats Honey 1.5oz,27.8,0,0,0,0,0,0,0,0,20,27.8
,,NV Gran Peanut Butter 1.5oz,8.34,0,0,0,0,0,0,0,0,6,8.34
,,NV Gran Sweet Salt Peanut 1.2oz,8.34,0,0,0,0,0,0,0,0,6,8.34
,,NV Oats Dark Choc 1.5oz,6.95,0,0,0,0,0,0,0,0,5,6.95
,,NV Trail Chewy Fruit Nut 1.2oz,9.73,0,0,0,0,0,0,0,0,7,9.73
,,One Bar Birthday Cake,13.17,0,0,0,0,0,0,0,0,3,13.17
,,One Bar Cookie Dough,35.12,0,0,0,0,0,0,0,0,8,35.12
,,One Bar Maple Glaze Donut,26.34,0,0,0,0,0,0,0,0,6,26.34
,,Powerbar Prot Plus Vanilla,9.87,0,0,0,0,0,0,0,0,3,9.87
,,Pure Protein Chewy Choc Chip,21.52,0,0,0,0,0,0,0,0,8,21.52
,,Pure Protein Choc Deluxe,91.46,0,0,0,0,0,0,0,0,34,91.46
,,Pure Protein Choc PB Crunch,45.73,0,0,0,0,0,-0.25,0,0,17,45.48
,,Pure Protein Choc Pnut Caramel,48.42,0,0,0,0,0,0,0,0,18,48.42
,,Pure Protein Choc Slt Caramel,13.45,0,0,0,0,0,0,0,0,5,13.45
,,Quest Bar Birthday Cake,85,0,0,0,0,0,-0.25,0,0,20,84.75
,,Quest Bar Cookie Dough,102,0,0,0,0,0,0,0,0,24,102
,,Quest Bar Cookies N Cream,157.25,0,0,0,0,0,0,0,0,37,157.25
,,Quest Bar Smores,93.5,0,0,0,0,0,0,0,0,22,93.5
,,Quest Bar White Choc Raspberry,80.75,0,0,0,0,0,0,0,0,19,80.75
,,RxBar Blueberry,42.79,0,0,0,0,0,0,0,0,11,42.79
,,RxBar Chocolate Sea Salt,54.46,0,0,0,0,0,0,0,0,14,54.46
,,RxBar Coconut Chocolate,50.57,0,0,0,0,0,0,0,0,13,50.57
,,RxBar PB Chocolate,70.02,0,0,0,0,0,0,0,0,18,70.02
,,Special K Protein Double Choc,32.37,0,0,0,0,0,0,0,0,13,32.37
,,Special K Protein PB,17.43,0,0,0,0,0,0,0,0,7,17.43
,,Special K Protein Strawberry,44.82,0,0,0,0,0,0,0,0,18,44.82
,,Thats It Apple Bear Bar,14.94,0,0,0,0,0,0,0,0,6,14.94
,,Thats It Apple Blueberry Bar,29.88,0,0,0,0,0,0,0,0,12,29.88
,,Thats It Apple Mango Bar,54.78,0,0,0,0,0,0,0,0,22,54.78
,,Think Thin Lemon Delight,29.9,0,0,0,0,0,0,0,0,10,29.9
,,ThinkThin Brownie Crunch,41.86,0,0,0,0,0,0,0,0,14,41.86
,,ThinkThin Chunky PB Bar,11.96,0,0,0,0,0,0,0,0,4,11.96
,,ThinkThin Creamy PB Bar,26.91,0,0,0,0,0,0,0,0,9,26.91
,Health Bars,---,3312.12,0,0,0,0,0,-0.75,0,---,1056,3311.37
,Jerky,Oberto Bite Size Cockt. Pep 5oz,66.99,0,0,0,0,0,0,0,0,11,66.99
,,Oberto Cocktail Pep 3oz,78.24,0,0,0,0,0,0,0,0,16,78.24
,,Oberto Jerky Bacon 2.25oz,63.92,0,0,0,0,0,0,0,0,8,63.92
,,Oberto Jerky Beef Original 100,32.94,0,0,0,0,0,0,0,0,6,32.94
,,Oberto Jerky Beef Pepper 100,27.45,0,0,0,0,0,0,0,0,5,27.45
,,Oberto Jerky Nat Orig 2.7oz,109.2,0,0,0,0,0,-0.25,0,0,14,108.95
,,Oberto Jerky Nat Pepper 2.7oz,23.97,0,0,0,0,0,0,0,0,3,23.97
,,Oberto Jerky Nat Sweet Spicy 2.7oz,85.8,0,0,0,0,0,0,0,0,11,85.8
,,Oberto Jerky Nat Teriyaki 2.7 oz,127.35,0,0,0,0,0,0,0,0,15,127.35
,,Oberto Jerky Nat Turkey 2.7oz,42.45,0,0,0,0,0,-0.25,0,0,5,42.2
,,Oberto Smokeroni 3oz,130.35,0,0,0,0,0,0,0,0,33,130.35
,,Oberto Stick Original HB,111.86,0,0,0,0,0,-0.8,0,0,14,111.06
,,Oberto Thin Jerky Original 2.7oz,119.85,0,0,0,0,0,0,0,0,15,119.85
,,Oberto Thin Peppered Jerky 2.7oz,159.8,0,0,0,0,0,-0.8,0,0,20,159
,Jerky,---,1180.17,0,0,0,0,0,-2.1,0,---,176,1178.07
,Nuts and Seeds,NW Delights Almonds Organic 10oz ,60,0,0,0,0,0,0,0,0,5,60
,,NW Delights Hazelnut 9oz,44,0,0,0,0,0,0,0,0,4,44
,,NW Delights Milk Choc Almonds,131.89,0,0,0,0,0,-0.25,0,0,11,131.64
,,NW Delights Pecans,33,0,0,0,0,0,0,0,0,3,33
,,NW Delights Walnuts,11,0,0,0,0,0,0,0,0,1,11
,,NW Delights Whole Cashews 8oz,165,0,0,0,0,0,-1.1,0,0,15,163.9
,,Wondeful Pistachios S P,13.74,0,0,0,0,0,0,0,0,6,13.74
,,Wonderful Pistachio HB Salt & Pepper ,12.58,0,0,0,0,0,0,0,0,2,12.58
,,Wonderful Pistachio HB Sweet Chili ,25.16,0,0,0,0,0,0,0,0,4,25.16
,,Wonderful Pistachios Rst Slt,22.9,0,0,0,0,0,-0.23,0,0,10,22.67
,,Wonderful Pistachios Swt Chili,9.16,0,0,0,0,0,0,0,0,4,9.16
,Nuts and Seeds,---,528.43,0,0,0,0,0,-1.58,0,---,65,526.85
,Popcorn,Act II Butter Lovers Popcorn,184.63,0,0,0,0,0,0,0,0,37,184.63
,Snacks Other,Arizona Fruit Snack ,141.61,0,0,0,0,0,-0.29,0,0,49,141.32
,,Arizona Fruit Snack Green Tea,104.04,0,0,0,0,0,0,0,0,36,104.04
,,Arizona Fruit Snacks Sour Lemonade 5z,101.15,0,0,0,0,0,0,0,0,35,101.15
,,Bugles Original 3oz,11.07,0,0,0,0,0,0,0,0,3,11.07
,,Calbee Hot Spicy Chips,33,0,0,0,0,0,0,0,0,6,33
,,Calbee Shrimp Hot Garlic,30,0,0,0,0,0,0,0,0,12,30
,,Calbee Shrimp Wasabi 3.3oz,7.78,0,0,0,0,0,0,0,0,2,7.78
,,Calbee Snap Crisp Blk Pep 3.3oz,42.79,0,0,0,0,0,-0.78,0,0,11,42.01
,,Calbee Snap Crisp Orginal 3.3oz,38.9,0,0,0,0,0,0,0,0,10,38.9
,,Calbee Snap Crisp Wasabi 3.3oz,46.68,0,0,0,0,0,0,0,0,12,46.68
,,Chex Mix Bold 3.75oz,61.03,0,0,0,0,0,0,0,0,17,61.03
,,Chex Mix Cheddar 3.75oz,43.08,0,0,0,0,0,0,0,0,12,43.08
,,Chex Mix Cookies N Cream 4.25oz,69.86,0,0,0,0,0,0,0,0,14,69.86
,,Chex Mix Muddy Budd Mint Choc,64.87,0,0,0,0,0,0,0,0,13,64.87
,,Chex Mix Muddy Buddy 4.5oz,84.83,0,0,0,0,0,0,0,0,17,84.83
,,Chex Mix Muddy Buddy Brownie,104.79,0,0,0,0,0,0,0,0,21,104.79
,,Chex Mix Traditional,129.24,0,0,0,0,0,0,0,0,36,129.24
,,D-Plus Bread Koubo Chocolate,95.7,0,0,0,0,0,0,0,0,30,95.7
,,D-Plus Bread Koubo Coffee,95.7,0,0,0,0,0,0,0,0,30,95.7
,,D-Plus Bread Koubo Green Tea,108.46,0,0,0,0,0,0,0,0,34,108.46
,,D-Plus Bread Koubo Maple,82.94,0,0,0,0,0,0,0,0,26,82.94
,,D-Plus Bread Koubo Red Bean,95.7,0,0,0,0,0,0,0,0,30,95.7
,,D-Plus Bread Koubo Sugar,95.7,0,0,0,0,0,0,0,0,30,95.7
,,D-Plus Hokkaido Cream,95.7,0,0,0,0,0,0,0,0,30,95.7
